Company,Industry,City,Country,Continent,Year Founded,Date Joined,Year_Joined,Valuation_Num,Funding_Num,Years_To_Unicorn
Xpressbees,"Supply chain, logistics, & delivery",Pune,India,Asia,2012,2022-02-09 00:00:00.000,2022,1000000000.00,573000000.00,10
L&P Cosmetic,Consumer & retail,Seoul,South Korea,Asia,2009,2016-01-01 00:00:00.000,2016,1000000000.00,33000000.00,7
Mininglamp Technology,Artificial intelligence,Beijing,China,Asia,2014,2019-03-27 00:00:00.000,2019,1000000000.00,787000000.00,5
Luoji Siwei,Edtech,Beijing,China,Asia,2012,2017-07-20 00:00:00.000,2017,1000000000.00,144000000.00,5
IRL,Internet software & services,San Francisco,United States,North America,2017,2021-06-15 00:00:00.000,2021,1000000000.00,197000000.00,4
Modern Health,Health,San Francisco,United States,North America,2017,2021-02-11 00:00:00.000,2021,1000000000.00,167000000.00,4
Tuhu,Auto & transportation,Shanghai,China,Asia,2011,2018-09-15 00:00:00.000,2018,1000000000.00,875000000.00,7
CloudBees,Data management & analytics,San Jose,United States,North America,2010,2021-12-09 00:00:00.000,2021,1000000000.00,236000000.00,11
Elemy,Health,San Francisco,United States,North America,2019,2021-10-06 00:00:00.000,2021,1000000000.00,323000000.00,2
Guideline,Fintech,San Mateo,United States,North America,2015,2021-06-16 00:00:00.000,2021,1000000000.00,339000000.00,6
Happy Money,Fintech,Tustin,United States,North America,2009,2022-02-08 00:00:00.000,2022,1000000000.00,192000000.00,13
Rebellion Defense,Artificial intelligence,Washington DC,United States,North America,2019,2021-09-16 00:00:00.000,2021,1000000000.00,150000000.00,2
STORD,"Supply chain, logistics, & delivery",Atlanta,United States,North America,2015,2021-09-13 00:00:00.000,2021,1000000000.00,205000000.00,6
At-Bay,Fintech,Mountain View,United States,North America,2016,2021-07-27 00:00:00.000,2021,1000000000.00,292000000.00,5
TELD,Fintech,Qingdao,China,Asia,2014,2019-12-16 00:00:00.000,2019,1000000000.00,396000000.00,5
Acko General Insurance,Fintech,Bengaluru,India,Asia,2016,2021-10-28 00:00:00.000,2021,1000000000.00,458000000.00,5
apna,Internet software & services,Bengaluru,India,Asia,2019,2021-09-15 00:00:00.000,2021,1000000000.00,193000000.00,2
Beyond Identity,Cybersecurity,New York,United States,North America,2019,2022-02-22 00:00:00.000,2022,1000000000.00,205000000.00,3
Carousell,E-commerce & direct-to-consumer,NULL,Singapore,Asia,2012,2021-09-15 00:00:00.000,2021,1000000000.00,288000000.00,9
Chief,Other,New York,United States,North America,2019,2022-03-31 00:00:00.000,2022,1000000000.00,140000000.00,3
CoinDCX,Fintech,Maharashtra,India,Asia,2017,2021-08-10 00:00:00.000,2021,1000000000.00,109000000.00,4
Daily Harvest,E-commerce & direct-to-consumer,New York,United States,North America,2014,2021-11-16 00:00:00.000,2021,1000000000.00,120000000.00,7
Enpal,Internet software & services,Berlin,Germany,Europe,2017,2021-10-18 00:00:00.000,2021,1000000000.00,304000000.00,4
eSentire,Cybersecurity,Waterloo,Canada,North America,2001,2022-02-22 00:00:00.000,2022,1000000000.00,186000000.00,21
Firefly Aerospace,Other,Cedar Park,United States,North America,2014,2021-05-04 00:00:00.000,2021,1000000000.00,172000000.00,7
Fundbox,Fintech,San Francisco,United States,North America,2013,2021-11-30 00:00:00.000,2021,1000000000.00,404000000.00,8
G2,Internet software & services,Chicago,United States,North America,2012,2021-06-22 00:00:00.000,2021,1000000000.00,258000000.00,9
Gaussian Robotics,Hardware,Shanghai,China,Asia,2013,2021-11-10 00:00:00.000,2021,1000000000.00,325000000.00,8
GetYourGuide,Travel,Berlin,Germany,Europe,2009,2019-05-16 00:00:00.000,2019,1000000000.00,656000000.00,10
GlobalBees,E-commerce & direct-to-consumer,New Delhi,India,Asia,2021,2021-12-28 00:00:00.000,2021,1000000000.00,185000000.00,0
Ivalua,Fintech,Redwood City,United States,North America,2000,2019-05-21 00:00:00.000,2019,1000000000.00,134000000.00,19
Juanpi,E-commerce & direct-to-consumer,Wuhan,China,Asia,2012,2016-04-14 00:00:00.000,2016,1000000000.00,136000000.00,4
Karat,Internet software & services,Seattle,United States,North America,2014,2021-10-13 00:00:00.000,2021,1000000000.00,169000000.00,7
LEAD School,Edtech,Andheri,India,Asia,2012,2022-01-13 00:00:00.000,2022,1000000000.00,166000000.00,10
Nexthink,Data management & analytics,Prilly,Switzerland,Europe,2004,2021-02-08 00:00:00.000,2021,1000000000.00,346000000.00,17
People.ai,Internet software & services,San Francisco,United States,North America,2017,2021-08-11 00:00:00.000,2021,1000000000.00,200000000.00,4
Pharmapacks,E-commerce & direct-to-consumer,Islandia,United States,North America,2010,2020-11-12 00:00:00.000,2020,1000000000.00,433000000.00,10
Rightway,Health,New York,United States,North America,2017,2021-03-30 00:00:00.000,2021,1000000000.00,130000000.00,4
Sennder,"Supply chain, logistics, & delivery",Berlin,Germany,Europe,2015,2021-01-14 00:00:00.000,2021,1000000000.00,340000000.00,6
Sisense,Data management & analytics,New York,United States,North America,2004,2020-01-09 00:00:00.000,2020,1000000000.00,274000000.00,16
Staffbase,Internet software & services,Chemnitz,Germany,Europe,2014,2022-03-15 00:00:00.000,2022,1000000000.00,307000000.00,8
Sunbit,Fintech,Los Angeles,United States,North America,2016,2021-05-20 00:00:00.000,2021,1000000000.00,210000000.00,5
TangoMe,Mobile & telecommunications,Mountain View,United States,North America,2009,2014-03-20 00:00:00.000,2014,1000000000.00,361000000.00,5
The Bank of London,Fintech,London,United Kingdom,Europe,2018,2021-11-30 00:00:00.000,2021,1000000000.00,90000000.00,3
Zego,Fintech,London,United Kingdom,Europe,2016,2021-03-09 00:00:00.000,2021,1000000000.00,202000000.00,5
Nxin,Internet software & services,Beijing,China,Asia,2015,2018-09-18 00:00:00.000,2018,1000000000.00,53000000.00,3
Mamaearth,E-commerce & direct-to-consumer,Gurgaon,India,Asia,2016,2021-12-28 00:00:00.000,2021,1000000000.00,111000000.00,5
Radius Payment Solutions,Fintech,Crewe,United Kingdom,Europe,1990,2017-11-27 00:00:00.000,2017,1000000000.00,200000000.00,27
Rivigo,"Supply chain, logistics, & delivery",Gurgaon,India,Asia,2014,2019-07-11 00:00:00.000,2019,1000000000.00,247000000.00,5
Rubicon,Other,Atlanta,United States,North America,2008,2017-08-25 00:00:00.000,2017,1000000000.00,223000000.00,9
Socar,Auto & transportation,Jeju-do,South Korea,Asia,2012,2020-10-16 00:00:00.000,2020,1000000000.00,408000000.00,8
MobileCoin,Fintech,San Francisco,United States,North America,2018,2021-07-07 00:00:00.000,2021,1000000000.00,107000000.00,3
Density,Hardware,San Francisco,United States,North America,2014,2021-11-10 00:00:00.000,2021,1000000000.00,217000000.00,7
Instabase,Data management & analytics,San Francisco,United States,North America,2015,2019-10-21 00:00:00.000,2019,1000000000.00,132000000.00,4
Jiuxian,E-commerce & direct-to-consumer,Beijing,China,Asia,2009,2015-07-30 00:00:00.000,2015,1000000000.00,250000000.00,6
Matrixport,Fintech,NULL,Singapore,Asia,2019,2021-06-01 00:00:00.000,2021,1000000000.00,100000000.00,2
Mixpanel,Internet software & services,San Francisco,United States,North America,2009,2021-11-15 00:00:00.000,2021,1000000000.00,277000000.00,12
Sendbird,Mobile & telecommunications,San Mateo,United States,North America,2013,2021-04-06 00:00:00.000,2021,1000000000.00,221000000.00,8
OrCam Technologies,Artificial intelligence,Jerusalem,Israel,Asia,2010,2018-02-20 00:00:00.000,2018,1000000000.00,86000000.00,8
Leap Motor,Auto & transportation,Hangzhou,China,Asia,2015,2018-11-20 00:00:00.000,2018,1000000000.00,1000000000.00,3
1KMXC,Hardware,Hangzhou,China,Asia,2014,2021-08-30 00:00:00.000,2021,1000000000.00,86000000.00,7
58 Daojia,Internet software & services,Beijing,China,Asia,2014,2015-10-12 00:00:00.000,2015,1000000000.00,300000000.00,1
Agile Robots,Hardware,Munich,Germany,Europe,2018,2021-09-09 00:00:00.000,2021,1000000000.00,240000000.00,3
Aibee,Artificial intelligence,Beijing,China,Asia,2017,2021-04-13 00:00:00.000,2021,1000000000.00,273000000.00,4
Aircall,Internet software & services,New York,United States,North America,2014,2021-06-23 00:00:00.000,2021,1000000000.00,226000000.00,7
Ajaib,Fintech,Jakarta,Indonesia,Asia,2018,2021-10-04 00:00:00.000,2021,1000000000.00,245000000.00,3
Alto Pharmacy,Health,San Francisco,United States,North America,2015,2020-01-30 00:00:00.000,2020,1000000000.00,524000000.00,5
Amagi,Internet software & services,Bengaluru,India,Asia,2008,2022-03-16 00:00:00.000,2022,1000000000.00,240000000.00,14
Amount,Fintech,Chicago,United States,North America,2019,2021-05-17 00:00:00.000,2021,1000000000.00,243000000.00,2
Amperity,Artificial intelligence,Seattle,United States,North America,2016,2021-07-13 00:00:00.000,2021,1000000000.00,187000000.00,5
Anyscale,Artificial Intelligence,Berkeley,United States,North America,2019,2021-12-07 00:00:00.000,2021,1000000000.00,160000000.00,2
Aptos,Internet software & services,Palo Alto,United States,North America,2021,2022-03-15 00:00:00.000,2022,1000000000.00,200000000.00,1
Aqua Security,Cybersecurity,Ramat Gan,Israel,Asia,2015,2021-03-10 00:00:00.000,2021,1000000000.00,265000000.00,6
Assembly,Internet software & services,Culver City,United States,North America,2019,2021-09-21 00:00:00.000,2021,1000000000.00,NULL,2
Assent,"Supply chain, logistics, & delivery",Ottawa,Canada,North America,2010,2022-01-06 00:00:00.000,2022,1000000000.00,534000000.00,12
Augury,Artificial intelligence,New York,United States,North America,2011,2021-10-26 00:00:00.000,2021,1000000000.00,294000000.00,10
Axelar,Internet software & services,Waterloo,Canada,North America,2020,2022-02-15 00:00:00.000,2022,1000000000.00,64000000.00,2
Axiom Space,Other,Houston,United States,North America,2016,2021-02-16 00:00:00.000,2021,1000000000.00,150000000.00,5
Banma Network Technologies,Auto & transportation,Shanghai,China,Asia,2015,2018-09-13 00:00:00.000,2018,1000000000.00,697000000.00,3
BeiBei,E-commerce & direct-to-consumer,Hangzhou,China,Asia,2011,2015-01-22 00:00:00.000,2015,1000000000.00,224000000.00,4
BenevolentAI,Artificial intelligence,London,United Kingdom,Europe,2013,2015-06-02 00:00:00.000,2015,1000000000.00,292000000.00,2
Berlin Brands Group,E-commerce & direct-to-consumer,Berlin,Germany,Europe,2005,2021-09-01 00:00:00.000,2021,1000000000.00,800000000.00,16
Betterfly,Artificial intelligence,Santiago,Chile,South America,2018,2022-02-01 00:00:00.000,2022,1000000000.00,205000000.00,4
BitFury,Hardware,Amsterdam,Netherlands,Europe,2011,2018-11-06 00:00:00.000,2018,1000000000.00,170000000.00,7
BlackBuck,"Supply chain, logistics, & delivery",Bengaluru,India,Asia,2015,2021-07-22 00:00:00.000,2021,1000000000.00,352000000.00,6
Bluecore,Artificial intelligence,New York,United States,North America,2013,2021-08-05 00:00:00.000,2021,1000000000.00,238000000.00,8
BlueVoyant,Cybersecurity,New York,United States,North America,2017,2022-02-23 00:00:00.000,2022,1000000000.00,526000000.00,5
bolttech,Fintech,NULL,Singapore,Asia,2018,2021-07-01 00:00:00.000,2021,1000000000.00,210000000.00,3
Boom Supersonic,Other,Englewood,United States,North America,2014,2020-12-16 00:00:00.000,2020,1000000000.00,241000000.00,6
Bringg,"Supply chain, logistics, & delivery",Tel Aviv,Israel,Asia,2013,2021-06-16 00:00:00.000,2021,1000000000.00,185000000.00,8
C2FO,Fintech,Leawood,United States,North America,2008,2019-08-07 00:00:00.000,2019,1000000000.00,538000000.00,11
Cadence,Health,New York,United States,North America,2020,2021-12-14 00:00:00.000,2021,1000000000.00,141000000.00,1
CAIS,Fintech,New York,United States,North America,2009,2022-01-11 00:00:00.000,2022,1000000000.00,406000000.00,13
Cameo,Internet software & services,Chicago,United States,North America,2016,2021-03-30 00:00:00.000,2021,1000000000.00,165000000.00,5
Capsule,Health,New York,United States,North America,2016,2021-04-28 00:00:00.000,2021,1000000000.00,570000000.00,5
CargoX,"Supply chain, logistics, & delivery",Sao Paulo,Brazil,South America,2015,2021-10-21 00:00:00.000,2021,1000000000.00,390000000.00,6
Carro,E-commerce & direct-to-consumer,NULL,Singapore,Asia,2015,2021-06-14 00:00:00.000,2021,1000000000.00,595000000.00,6
Carson Group,Fintech,Lincoln,United States,North America,2012,2021-07-14 00:00:00.000,2021,1000000000.00,NULL,9
CHEQ,Cybersecurity,New York,United States,North America,2014,2022-02-22 00:00:00.000,2022,1000000000.00,182000000.00,8
Chronosphere,Data management & analytics,New York,United States,North America,2019,2021-10-07 00:00:00.000,2021,1000000000.00,254000000.00,2
Cider,E-commerce & direct-to-consumer,NULL,Hong Kong,Asia,2020,2021-09-02 00:00:00.000,2021,1000000000.00,140000000.00,1
Clara,Fintech,Mexico City,Mexico,North America,2020,2021-12-06 00:00:00.000,2021,1000000000.00,109000000.00,1
Clearcover,Fintech,Chicago,United States,North America,2016,2021-04-13 00:00:00.000,2021,1000000000.00,305000000.00,5
CommerceIQ,Artificial Intelligence,Palo Alto,United States,North America,2012,2022-03-21 00:00:00.000,2022,1000000000.00,196000000.00,10
Contrast Security,Cybersecurity,Los Altos,United States,North America,2014,2021-11-09 00:00:00.000,2021,1000000000.00,269000000.00,7
Darwinbox,Internet software & services,Hyderabad,India,Asia,2015,2022-01-25 00:00:00.000,2022,1000000000.00,107000000.00,7
Dental Monitoring,Health,Paris,France,Europe,2014,2021-10-21 00:00:00.000,2021,1000000000.00,232000000.00,7
DianRong,E-commerce & direct-to-consumer,Shanghai,China,Asia,2012,2017-08-02 00:00:00.000,2017,1000000000.00,549000000.00,5
Drata,Cybersecurity,San Diego,United States,North America,2020,2021-11-08 00:00:00.000,2021,1000000000.00,128000000.00,1
DriveNets,Internet software & services,Ra'anana,Israel,Asia,2015,2021-01-27 00:00:00.000,2021,1000000000.00,325000000.00,6
Dune Analytics,Data management & analytics,Oslo,Norway,Europe,2018,2022-02-02 00:00:00.000,2022,1000000000.00,79000000.00,4
Dxy.cn,Health,Hangzhou,China,Asia,2000,2018-04-10 00:00:00.000,2018,1000000000.00,682000000.00,18
EBANX,Fintech,Curitiba,Brazil,South America,2012,2019-10-16 00:00:00.000,2019,1000000000.00,460000000.00,7
EcoFlow,Hardware,Shenzhen,China,Asia,2017,2021-06-10 00:00:00.000,2021,1000000000.00,105000000.00,4
Electric,Cybersecurity,New York,United States,North America,2016,2022-03-29 00:00:00.000,2022,1000000000.00,209000000.00,6
Emerging Markets Property Group,Other,Dubai,United Arab Emirates,Asia,2015,2020-04-28 00:00:00.000,2020,1000000000.00,279000000.00,5
Esusu,Fintech,New York,United States,North America,2015,2022-01-27 00:00:00.000,2022,1000000000.00,145000000.00,7
Evidation,Health,San Mateo,United States,North America,2012,2021-03-22 00:00:00.000,2021,1000000000.00,259000000.00,9
Expel,Cybersecurity,Herndon,United States,North America,2016,2021-11-18 00:00:00.000,2021,1000000000.00,258000000.00,5
Fabric,"Supply chain, logistics, & delivery",New York,United States,North America,2015,2021-10-26 00:00:00.000,2021,1000000000.00,294000000.00,6
Feedzai,Artificial intelligence,San Mateo,United States,North America,2009,2021-03-24 00:00:00.000,2021,1000000000.00,277000000.00,12
Fever Labs,Internet software & services,New York,United States,North America,2012,2022-01-26 00:00:00.000,2022,1000000000.00,299000000.00,10
Fiture,Health,Chengdu,China,Asia,2019,2021-04-14 00:00:00.000,2021,1000000000.00,391000000.00,2
FLASH,Fintech,Austin,United States,North America,2011,2022-03-16 00:00:00.000,2022,1000000000.00,314000000.00,11
Flash Express,"Supply chain, logistics, & delivery",Bangkok,Thailand,Asia,2017,2021-02-01 00:00:00.000,2021,1000000000.00,350000000.00,4
FlashEx,"Supply chain, logistics, & delivery",Beijing,China,Asia,2014,2018-08-27 00:00:00.000,2018,1000000000.00,359000000.00,4
Fractal Analytics,Data management & analytics,Mumbai,India,Asia,2000,2022-01-05 00:00:00.000,2022,1000000000.00,685000000.00,22
Freshbooks,Fintech,Toronto,Canada,North America,2004,2021-08-10 00:00:00.000,2021,1000000000.00,156000000.00,17
FXiaoKe,Mobile & telecommunications,Beijing,China,Asia,2011,2015-07-02 00:00:00.000,2015,1000000000.00,283000000.00,4
Gauntlet Networks,Fintech,New York,United States,North America,2018,2022-03-07 00:00:00.000,2022,1000000000.00,45000000.00,4
Geek+,Hardware,Beijing,China,Asia,2015,2018-11-21 00:00:00.000,2018,1000000000.00,439000000.00,3
Gelato,E-commerce & direct-to-consumer,Oslo,Norway,Europe,2007,2021-08-16 00:00:00.000,2021,1000000000.00,269000000.00,14
Glia,Fintech,New York,United States,North America,2012,2022-03-21 00:00:00.000,2022,1000000000.00,152000000.00,10
GO1,Internet software & services,Brisbane,Australia,Oceania,2015,2021-07-19 00:00:00.000,2021,1000000000.00,284000000.00,6
Groq,Artificial intelligence,Mountain View,United States,North America,2016,2021-04-14 00:00:00.000,2021,1000000000.00,362000000.00,5
Hailo,Artificial intelligence,Tel Aviv,Israel,Asia,2017,2021-10-12 00:00:00.000,2021,1000000000.00,221000000.00,4
Haomao.AI,Artificial Intelligence,Beijing,China,Asia,2019,2021-12-22 00:00:00.000,2021,1000000000.00,157000000.00,2
Hasura,Internet software & services,Bengaluru,India,Asia,2017,2022-02-22 00:00:00.000,2022,1000000000.00,137000000.00,5
HAYDON,Consumer & retail,Shanghai,China,Asia,2020,2021-09-24 00:00:00.000,2021,1000000000.00,100000000.00,1
Heyday,E-commerce & direct-to-consumer,Chicago,United States,North America,2017,2021-11-16 00:00:00.000,2021,1000000000.00,800000000.00,4
HMD Global,Mobile & telecommunications,Espoo,Finland,Europe,2016,2018-05-21 00:00:00.000,2018,1000000000.00,330000000.00,2
Hotmart,E-commerce & direct-to-consumer,Amsterdam,Netherlands,Europe,2011,2020-03-17 00:00:00.000,2020,1000000000.00,127000000.00,9
Huike Group,Edtech,Beijing,China,Asia,2010,2018-05-24 00:00:00.000,2018,1000000000.00,302000000.00,8
Human Interest,Fintech,San Francisco,United States,North America,2015,2021-08-04 00:00:00.000,2021,1000000000.00,337000000.00,6
Ibotta,Fintech,Denver,United States,North America,2011,2019-08-06 00:00:00.000,2019,1000000000.00,93000000.00,8
iCarbonX,Artificial intelligence,Shenzhen,China,Asia,2015,2016-04-12 00:00:00.000,2016,1000000000.00,200000000.00,1
iFood,"Supply chain, logistics, & delivery",Osasco,Brazil,South America,2011,2018-11-13 00:00:00.000,2018,1000000000.00,592000000.00,7
InFarm,Other,Berlin,Germany,Europe,2013,2021-12-16 00:00:00.000,2021,1000000000.00,600000000.00,8
Infobip,Mobile & telecommunications,Vodnjan,Croatia,Europe,2006,2020-07-30 00:00:00.000,2020,1000000000.00,200000000.00,14
Injective Protocol,Fintech,New York,United States,North America,2018,2021-04-20 00:00:00.000,2021,1000000000.00,17000000.00,3
Intellifusion,Artificial intelligence,Shenzhen,China,Asia,2014,2019-03-22 00:00:00.000,2019,1000000000.00,173000000.00,5
Interos,Fintech,Arlington,United States,North America,2005,2021-07-22 00:00:00.000,2021,1000000000.00,135000000.00,16
Iodine Software,Data management & analytics,Austin,United States,North America,2010,2021-12-01 00:00:00.000,2021,1000000000.00,NULL,11
JoyTunes,Edtech,Tel Aviv,Israel,Asia,2011,2021-06-21 00:00:00.000,2021,1000000000.00,92000000.00,10
Kendra Scott,Consumer & retail,Austin,United States,North America,2002,2016-12-21 00:00:00.000,2016,1000000000.00,NULL,14
Kitopi,"Supply chain, logistics, & delivery",Dubai,United Arab Emirates,Asia,2018,2021-07-01 00:00:00.000,2021,1000000000.00,504000000.00,3
KnowBox,Edtech,Beijing,China,Asia,2014,2019-05-30 00:00:00.000,2019,1000000000.00,306000000.00,5
Kopi Kenangan,Consumer & retail,Jakarta,Indonesia,Asia,2017,2021-12-27 00:00:00.000,2021,1000000000.00,333000000.00,4
Lamabang,E-commerce & direct-to-consumer,Shenzhen,China,Asia,2011,2015-03-06 00:00:00.000,2015,1000000000.00,130000000.00,4
LayerZero Labs,Internet software & services,New York,United States,North America,2021,2022-03-30 00:00:00.000,2022,1000000000.00,143000000.00,1
Lessen,Internet software & services,Scottsdale,United States,North America,2019,2021-11-30 00:00:00.000,2021,1000000000.00,205000000.00,2
LetsGetChecked,Health,Dublin,Ireland,Europe,2015,2021-06-07 00:00:00.000,2021,1000000000.00,263000000.00,6
Licious,E-commerce & direct-to-consumer,Bengaluru,India,Asia,2015,2021-10-05 00:00:00.000,2021,1000000000.00,489000000.00,6
LinkDoc Technology,Health,Beijing,China,Asia,2014,2018-07-05 00:00:00.000,2018,1000000000.00,253000000.00,4
Locus Robotics,Hardware,Wilmington,United States,North America,2014,2021-02-17 00:00:00.000,2021,1000000000.00,299000000.00,7
Lookout,Cybersecurity,San Francisco,United States,North America,2007,2013-10-10 00:00:00.000,2013,1000000000.00,282000000.00,6
Lydia,Fintech,Paris,France,Europe,2011,2021-12-08 00:00:00.000,2021,1000000000.00,263000000.00,10
MadeiraMadeira,E-commerce & direct-to-consumer,Parana,Brazil,South America,2009,2021-01-07 00:00:00.000,2021,1000000000.00,336000000.00,12
Maimai,Mobile & telecommunications,Beijing,China,Asia,2013,2017-11-15 00:00:00.000,2017,1000000000.00,300000000.00,4
Mammoth Biosciences,Health,Brisbane,United States,North America,2017,2021-09-09 00:00:00.000,2021,1000000000.00,265000000.00,4
Masterworks,Fintech,New York,United States,North America,2017,2021-10-05 00:00:00.000,2021,1000000000.00,110000000.00,4
Maven Clinic,Health,New York,United States,North America,2014,2021-08-17 00:00:00.000,2021,1000000000.00,202000000.00,7
MediaMath,Internet software & services,New York,United States,North America,2007,2018-07-10 00:00:00.000,2018,1000000000.00,325000000.00,11
Meero,Artificial intelligence,Paris,France,Europe,2016,2019-06-18 00:00:00.000,2019,1000000000.00,293000000.00,3
Mensa Brands,Other,Bengaluru,India,Asia,2021,2021-11-16 00:00:00.000,2021,1000000000.00,218000000.00,0
Mia.com,E-commerce & direct-to-consumer,Beijing,China,Asia,2011,2015-09-08 00:00:00.000,2015,1000000000.00,232000000.00,4
Minio,Data management & analytics,Palo Alto,United States,North America,2014,2022-01-26 00:00:00.000,2022,1000000000.00,126000000.00,8
Mobvoi,Consumer & retail,Beijing,China,Asia,2012,2017-04-06 00:00:00.000,2017,1000000000.00,252000000.00,5
Moka,Internet software & services,Beijing,China,Asia,2015,2021-11-02 00:00:00.000,2021,1000000000.00,144000000.00,6
Momenta,Artificial intelligence,Beijing,China,Asia,2016,2018-10-17 00:00:00.000,2018,1000000000.00,1000000000.00,2
Morning Consult,Internet software & services,Washington DC,United States,North America,2014,2021-06-08 00:00:00.000,2021,1000000000.00,91000000.00,7
Movile,Mobile & telecommunications,Sao Paulo,Brazil,South America,1998,2018-07-12 00:00:00.000,2018,1000000000.00,588000000.00,20
Mux,Internet software & services,San Francisco,United States,North America,2015,2021-04-30 00:00:00.000,2021,1000000000.00,174000000.00,6
Nature's Fynd,Other,Chicago,United States,North America,2012,2021-07-19 00:00:00.000,2021,1000000000.00,463000000.00,9
Newlink Group,E-commerce & direct-to-consumer,Beijing,China,Asia,2016,2020-07-10 00:00:00.000,2020,1000000000.00,655000000.00,4
News Break,Internet software & services,Mountain View,United States,North America,2015,2021-01-07 00:00:00.000,2021,1000000000.00,151000000.00,6
Newsela,Internet software & services,New York,United States,North America,2013,2021-02-25 00:00:00.000,2021,1000000000.00,172000000.00,8
NIUM,Fintech,NULL,Singapore,Asia,2014,2021-07-13 00:00:00.000,2021,1000000000.00,285000000.00,7
NoBroker,Internet software & services,Bengaluru,India,Asia,2014,2021-11-23 00:00:00.000,2021,1000000000.00,424000000.00,7
Noname Security,Cybersecurity,Palo Alto,United States,North America,2020,2021-12-15 00:00:00.000,2021,1000000000.00,220000000.00,1
Numbrs,Fintech,Zurich,Switzerland,Europe,1999,2019-08-22 00:00:00.000,2019,1000000000.00,105000000.00,20
Omada Health,Health,San Francisco,United States,North America,2011,2022-02-23 00:00:00.000,2022,1000000000.00,449000000.00,11
Omio,Travel,Berlin,Germany,Europe,2013,2018-10-23 00:00:00.000,2018,1000000000.00,396000000.00,5
ONE,Internet software & services,NULL,Singapore,Asia,2011,2021-12-08 00:00:00.000,2021,1000000000.00,515000000.00,10
OpenWeb,Internet software & services,New York,United States,North America,2012,2021-11-09 00:00:00.000,2021,1000000000.00,223000000.00,9
Orbbec Technology,Hardware,Shenzhen,China,Asia,2013,2018-05-21 00:00:00.000,2018,1000000000.00,200000000.00,5
Orca Bio,Health,Menlo Park,United States,North America,2016,2020-06-17 00:00:00.000,2020,1000000000.00,192000000.00,4
Orchard,Fintech,New York,United States,North America,2017,2021-09-09 00:00:00.000,2021,1000000000.00,252000000.00,4
Owkin,Artificial Intelligence,New York,United States,North America,2016,2021-11-18 00:00:00.000,2021,1000000000.00,254000000.00,5
PandaDoc,Internet software & services,San Francisco,United States,North America,2016,2021-09-22 00:00:00.000,2021,1000000000.00,51000000.00,5
Pat McGrath Labs,Consumer & retail,New York,United States,North America,2016,2018-07-16 00:00:00.000,2018,1000000000.00,60000000.00,2
PatSnap,Internet software & services,NULL,Singapore,Asia,2007,2021-03-16 00:00:00.000,2021,1000000000.00,352000000.00,14
Payhawk,Fintech,London,United Kingdom,Europe,2018,2022-02-14 00:00:00.000,2022,1000000000.00,239000000.00,4
Pentera,Cybersecurity,Petah Tikva,Israel,Asia,2015,2022-01-11 00:00:00.000,2022,1000000000.00,190000000.00,7
Pet Circle,E-commerce & direct-to-consumer,Alexandria,Australia,Oceania,2011,2021-12-06 00:00:00.000,2021,1000000000.00,125000000.00,10
PicsArt,Mobile & telecommunications,San Francisco,United States,North America,2011,2021-08-26 00:00:00.000,2021,1000000000.00,195000000.00,10
PLACE,Internet software & services,Bellingham,United States,North America,2020,2021-11-17 00:00:00.000,2021,1000000000.00,100000000.00,1
Placer.ai,Artificial intelligence,Los Altos,United States,North America,2016,2022-01-12 00:00:00.000,2022,1000000000.00,166000000.00,6
Playco,Other,Tokyo,Japan,Asia,2020,2020-09-21 00:00:00.000,2020,1000000000.00,140000000.00,0
Poizon,Mobile & telecommunications,Shanghai,China,Asia,2015,2019-04-29 00:00:00.000,2019,1000000000.00,NULL,4
PPRO,Fintech,London,United Kingdom,Europe,2006,2021-01-19 00:00:00.000,2021,1000000000.00,370000000.00,15
Printful,Other,Charlotte,United States,North America,2016,2021-05-24 00:00:00.000,2021,1000000000.00,130000000.00,5
Quantum Metric,Data management & analytics,Colorado Springs,United States,North America,2015,2021-01-07 00:00:00.000,2021,1000000000.00,226000000.00,6
Quizlet,Edtech,San Francisco,United States,North America,2005,2020-05-13 00:00:00.000,2020,1000000000.00,62000000.00,15
RapidAPI,Internet software & services,San Francisco,United States,North America,2015,2022-03-23 00:00:00.000,2022,1000000000.00,273000000.00,7
Razor,Consumer & retail,Berlin,Germany,Europe,2020,2021-11-08 00:00:00.000,2021,1000000000.00,167000000.00,1
Red Ventures,Other,Fort Mill,United States,North America,2000,2015-01-07 00:00:00.000,2015,1000000000.00,250000000.00,15
REEF Technology,"Supply chain, logistics, & delivery",Miami,United States,North America,2015,2018-12-10 00:00:00.000,2018,1000000000.00,2000000000.00,3
ReliaQuest,Cybersecurity,Tampa,United States,North America,2007,2021-12-01 00:00:00.000,2021,1000000000.00,330000000.00,14
Revolution Precrafted,Other,Manila,Philippines,Asia,2015,2017-10-23 00:00:00.000,2017,1000000000.00,15000000.00,2
Rothy's,Consumer & retail,San Francisco,United States,North America,2016,2021-12-21 00:00:00.000,2021,1000000000.00,484000000.00,5
SaltPay,Fintech,London,United Kingdom,Europe,2019,2021-04-09 00:00:00.000,2021,1000000000.00,1000000000.00,2
Savage X Fenty,E-commerce & direct-to-consumer,El Segundo,United States,North America,2018,2021-02-10 00:00:00.000,2021,1000000000.00,310000000.00,3
Scalapay,Fintech,Milan,Italy,Europe,2019,2022-02-23 00:00:00.000,2022,1000000000.00,416000000.00,3
